#id	parent name
species:ncbi:42345	Phoenix
species:ncbi:4722	Serenoa
species:ncbi:4726	Pandanus
species:ncbi:203643	Sparganium
species:ncbi:4733	Typha
species:ncbi:59016	Tradescantia
species:ncbi:4744	Commelina
species:ncbi:4754	Pneumocystis
species:ncbi:4757	Neocallimastix
species:ncbi:4768	Achlya
species:ncbi:101203	Saprolegnia
species:ncbi:333832	Schizochytrium
species:ncbi:42467	Thraustochytrium
species:ncbi:4779	Bremia
species:ncbi:143451	Plasmopara
species:ncbi:4787	Phytophthora
species:ncbi:65071	Pythium
species:ncbi:4803	Lagenidium
species:ncbi:4808	Blastocladiella
species:ncbi:109760	Spizellomyces
species:ncbi:4820	Phlyctochytrium
species:ncbi:4822	Piromyces
species:ncbi:4824	Caecomyces
species:ncbi:4829	Absidia
species:ncbi:36080	Mucor
species:ncbi:4837	Phycomyces
species:ncbi:4839	Rhizomucor
species:ncbi:64495	Rhizopus
species:ncbi:4850	Blakeslea
species:ncbi:4853	Cunninghamella
species:ncbi:64518	Mortierella
species:ncbi:34480	Basidiobolus
species:ncbi:4864	Coemansia
species:ncbi:61395	Linderina
species:ncbi:4872	Endogone
species:ncbi:4874	Gigaspora
species:ncbi:4876	Glomus
species:ncbi:4881	Amoebidium
species:ncbi:4889	Smittium
species:ncbi:4896	Schizosaccharomyces
species:ncbi:216065	Issatchenkia
species:ncbi:28985	Kluyveromyces
species:ncbi:4918	Pachysolen
species:ncbi:4922	Pichia
species:ncbi:4932	Saccharomyces
species:ncbi:4944	Saccharomycopsis
species:ncbi:4950	Torulaspora
species:ncbi:4952	Yarrowia
species:ncbi:4956	Zygosaccharomyces
species:ncbi:4959	Debaryomyces
species:ncbi:4906	Williopsis
species:ncbi:4968	Eremascus
species:ncbi:157611	Bullera
species:ncbi:4993	Bensingtonia
species:ncbi:146359	Kockovaella
species:ncbi:5005	Sporidiobolus
species:ncbi:5007	Dekkera
species:ncbi:5011	Taphrina
species:ncbi:5503	Cochliobolus
species:ncbi:5022	Leptosphaeria
species:ncbi:5025	Venturia
species:ncbi:45151	Pyrenophora
species:ncbi:5033	Microstroma
species:ncbi:5037	Ajellomyces
species:ncbi:465707	Malbranchea
species:ncbi:5045	Acremonium
species:ncbi:5061	Aspergillus
species:ncbi:162425	Emericella
species:ncbi:5076	Penicillium
species:ncbi:5087	Thermoascus
species:ncbi:5093	Byssochlamys
species:ncbi:68825	Talaromyces
species:ncbi:5098	Monascus
species:ncbi:5101	Amorphotheca
species:ncbi:5105	Ascosphaera
species:ncbi:93591	Verticillium
species:ncbi:5111	Claviceps
species:ncbi:5113	Epichloe
species:ncbi:5116	Cryphonectria
species:ncbi:5119	Leucostoma
species:ncbi:52586	Erysiphe
species:ncbi:117187	Gibberella
species:ncbi:5132	Hypomyces
species:ncbi:140110	Nectria
species:ncbi:5141	Neurospora
species:ncbi:5145	Podospora
species:ncbi:5147	Sordaria
species:ncbi:38033	Chaetomium
species:ncbi:360147	Ceratocystiopsis
species:ncbi:124036	Ceratocystis
species:ncbi:42373	Ophiostoma
species:ncbi:5176	Sphaeronaemella
species:ncbi:5180	Sclerotinia
species:ncbi:253095	Hymenoscyphus
species:ncbi:5188	Aleuria
species:ncbi:5191	Ascobolus
species:ncbi:39407	Morchella
species:ncbi:174045	Cladonia
species:ncbi:5207	Filobasidiella
species:ncbi:5212	Filobasidium
species:ncbi:5221	Trimorphomyces
species:ncbi:160862	Auricularia
species:ncbi:5236	Efibulobasidium
species:ncbi:107832	Thanatephorus
species:ncbi:156515	Tulasnella
species:ncbi:357022	Septobasidium
species:ncbi:76351	Ceratobasidium
species:ncbi:5256	Dacrymyces
species:ncbi:5261	Melampsora
species:ncbi:55588	Uromyces
species:ncbi:5266	Gymnosporangium
species:ncbi:5270	Ustilago
species:ncbi:5278	Leucosporidium
species:ncbi:5281	Tilletiaria
species:ncbi:5286	Rhodosporidium
species:ncbi:208348	Puccinia
species:ncbi:573689	Coleosporium
species:ncbi:5306	Phanerochaete
species:ncbi:5308	Phlebia
species:ncbi:39291	Athelia
species:ncbi:5315	Ganoderma
species:ncbi:5319	Irpex
species:ncbi:5322	Pleurotus
species:ncbi:5325	Trametes
species:ncbi:5329	Spongipellis
species:ncbi:5331	Bjerkandera
species:ncbi:5334	Schizophyllum
species:ncbi:5337	Endophyllum
species:ncbi:5341	Agaricus
species:ncbi:56187	Coprinus
species:ncbi:5353	Lentinula
species:ncbi:5356	Lentinellus
species:ncbi:50053	Lentinus
species:ncbi:36056	Boletus
species:ncbi:5372	Paragyrodon
species:ncbi:5374	Phylloporus
species:ncbi:217305	Rhizopogon
species:ncbi:48563	Suillus
species:ncbi:5386	Xerocomus
species:ncbi:132910	Chroogomphus
species:ncbi:5393	Gomphidius
species:ncbi:71150	Paxillus
species:ncbi:5400	Agrocybe
species:ncbi:5403	Russula
species:ncbi:84745	Exobasidium
species:ncbi:5412	Cystofilobasidium
species:ncbi:5414	Erythrobasidium
species:ncbi:52038	Cryptococcus
species:ncbi:93479	Kabatiella
species:ncbi:90686	Lycoperdon
species:ncbi:40563	Sporobolomyces
species:ncbi:5451	Arthromyces
species:ncbi:487627	Ascochyta
species:ncbi:5462	Colletotrichum
species:ncbi:72589	Robillarda
species:ncbi:5474	Leptoxyphium
species:ncbi:5476	Candida
species:ncbi:29917	Cladosporium
species:ncbi:5501	Coccidioides
species:ncbi:38902	Curvularia
species:ncbi:5507	Fusarium
species:ncbi:34413	Humicola
species:ncbi:5530	Metarhizium
species:ncbi:5532	Myrothecium
species:ncbi:5535	Rhodotorula
species:ncbi:108429	Scytalidium
species:ncbi:5541	Thermomyces
species:ncbi:5547	Trichoderma
species:ncbi:5551	Trichophyton
species:ncbi:5553	Trichosporon
species:ncbi:5563	Gloeocercospora
species:ncbi:5570	Cenococcum
species:ncbi:301530	Rhizoctonia
species:ncbi:5580	Aureobasidium
species:ncbi:37999	Beauveria
species:ncbi:5970	Exophiala
species:ncbi:86056	Rhinocladiella
species:ncbi:5590	Xylohypha
species:ncbi:40375	Microascus
species:ncbi:5597	Pseudallescheria
species:ncbi:5599	Alternaria
species:ncbi:39412	Phialophora
species:ncbi:5606	Saitoella
species:ncbi:5609	Fellomyces
species:ncbi:176846	Kurtzmanomyces
species:ncbi:5616	Sterigmatomyces
species:ncbi:5619	Tsuchiyaea
species:ncbi:5621	Zygoascus
species:ncbi:71877	Collybia
species:ncbi:5627	Grifola
species:ncbi:5630	Laetiporus
species:ncbi:5632	Lenzites
species:ncbi:5634	Ossicaulis
species:ncbi:5636	Panellus
species:ncbi:158314	Polyporus
species:ncbi:5643	Pycnoporus
species:ncbi:40492	Stereum
species:ncbi:5656	Crithidia
species:ncbi:5664	Leishmania
species:ncbi:5684	Leptomonas
species:ncbi:5693	Trypanosoma
species:ncbi:5704	Endotrypanum
species:ncbi:5707	Phytomonas
species:ncbi:5710	Trypanoplasma
species:ncbi:75058	Bodo
species:ncbi:5715	Herpetomonas
species:ncbi:5722	Trichomonas
species:ncbi:5724	Tritrichomonas
species:ncbi:5728	Pentatrichomonas
species:ncbi:5730	Tetratrichomonas
species:ncbi:5732	Trichomitus
species:ncbi:5735	Hypotrichomonas
species:ncbi:5737	Monocercomonas
species:ncbi:5741	Giardia
species:ncbi:43925	Nannochloropsis
species:ncbi:5755	Acanthamoeba
species:ncbi:5759	Entamoeba
species:ncbi:5763	Naegleria
species:ncbi:5769	Tetramitus
species:ncbi:5771	Vahlkampfia
species:ncbi:5775	Amoeba
species:ncbi:5778	Hartmannella
species:ncbi:44689	Dictyostelium
species:ncbi:5791	Physarum
species:ncbi:5793	Didymium
species:ncbi:5802	Eimeria
species:ncbi:5807	Cryptosporidium
species:ncbi:5811	Toxoplasma
species:ncbi:42890	Sarcocystis
species:ncbi:5833	Plasmodium
species:ncbi:5865	Babesia
species:ncbi:5875	Theileria
species:ncbi:5883	Glaucoma
species:ncbi:5888	Paramecium
species:ncbi:5911	Tetrahymena
species:ncbi:5928	Colpidium
species:ncbi:5932	Ichthyophthirius
species:ncbi:5937	Euplotes
species:ncbi:5944	Oxytricha
species:ncbi:5949	Stylonychia
species:ncbi:5961	Blepharisma
species:ncbi:5963	Stentor
species:ncbi:35108	Metopus
species:ncbi:5974	Halteria
species:ncbi:5980	Colpoda
species:ncbi:5982	Bresslaua
species:ncbi:5987	Isotricha
species:ncbi:5992	Chaenea
species:ncbi:375580	Enchelys
species:ncbi:5997	Didinium
species:ncbi:60000	Coleps
species:ncbi:6009	Loxodes
species:ncbi:99909	Paraurostyla
species:ncbi:39564	Pseudomicrothorax
species:ncbi:6026	Opisthonecta
species:ncbi:6028	Onychodromus
species:ncbi:6035	Encephalitozoon
species:ncbi:6039	Vairimorpha
species:ncbi:6047	Geodia
species:ncbi:31330	Ephydatia
species:ncbi:6055	Spongilla
species:ncbi:6058	Haliclona
species:ncbi:6063	Halichondria
species:ncbi:177573	Hymeniacidon
species:ncbi:6069	Dictyonella
species:ncbi:6079	Sarsia
species:ncbi:6087	Hydra
species:ncbi:6091	Polyorchis
species:ncbi:6093	Spirocodon
species:ncbi:6096	Podocoryna
species:ncbi:6100	Aequorea
species:ncbi:6106	Actinia
species:ncbi:6108	Anemonia
species:ncbi:6110	Anthopleura
species:ncbi:6114	Calliactis
species:ncbi:6116	Metridium
species:ncbi:6123	Stichodactyla
species:ncbi:45264	Acropora
species:ncbi:6136	Renilla
species:ncbi:6141	Tripedalia
species:ncbi:6145	Aurelia
species:ncbi:6148	Chrysaora
species:ncbi:6150	Nemopsis
species:ncbi:317547	Eunicella
species:ncbi:6161	Dugesia
species:ncbi:6168	Planocera
species:ncbi:6172	Geocentrophora
species:ncbi:6183	Schistosoma
species:ncbi:6192	Fasciola
species:ncbi:6198	Opisthorchis
species:ncbi:6204	Taenia
species:ncbi:6210	Echinococcus
species:ncbi:6216	Hymenolepis
species:ncbi:6221	Cerebratulus
species:ncbi:88926	Lineus
species:ncbi:6230	Emplectonema
species:ncbi:6233	Panagrellus
species:ncbi:6239	Caenorhabditis
species:ncbi:6245	Rhabditis
species:ncbi:6248	Strongyloides
species:ncbi:6253	Ascaris
species:ncbi:6256	Parascaris
species:ncbi:6259	Baylisascaris
species:ncbi:6262	Heterocheilus
species:ncbi:6265	Toxocara
species:ncbi:6269	Anisakis
species:ncbi:6271	Pseudoterranova
species:ncbi:378085	Terranova
species:ncbi:6277	Acanthocheilonema
species:ncbi:6279	Brugia
species:ncbi:6282	Onchocerca
species:ncbi:6287	Dirofilaria
species:ncbi:6289	Haemonchus
species:ncbi:6293	Wuchereria
species:ncbi:6299	Litomosoides
species:ncbi:6313	Angiostrongylus
species:ncbi:6317	Ostertagia
species:ncbi:6319	Trichostrongylus
species:ncbi:6326	Bursaphelenchus
species:ncbi:6334	Trichinella
species:ncbi:6339	Heligmosomoides
species:ncbi:6344	Arenicola
species:ncbi:6347	Owenia
species:ncbi:6350	Glycera
species:ncbi:194549	Nereis
species:ncbi:126650	Perinereis
species:ncbi:6359	Platynereis
species:ncbi:6361	Tylorrhynchus
species:ncbi:6364	Eudistylia
species:ncbi:389514	Sabellastarte
species:ncbi:6376	Alvinella
species:ncbi:34590	Chaetopterus
species:ncbi:6386	Tubifex
species:ncbi:6390	Enchytraeus
species:ncbi:6396	Eisenia
species:ncbi:6398	Lumbricus
species:ncbi:6402	Pheretima
species:ncbi:6405	Macrobdella
species:ncbi:6409	Haementeria
species:ncbi:6412	Helobdella
species:ncbi:6415	Placobdella
species:ncbi:6419	Hirudinaria
species:ncbi:6421	Hirudo
species:ncbi:238240	Lamellibrachia
species:ncbi:6426	Riftia
species:ncbi:6431	Urechis
species:ncbi:6437	Themiste
species:ncbi:210797	Golfingia
species:ncbi:6442	Phascolopsis
species:ncbi:6444	Siphonosoma
species:ncbi:6446	Sipunculus
species:ncbi:6453	Haliotis
species:ncbi:6461	Sulculus
species:ncbi:6465	Patella
species:ncbi:80350	Tegula
species:ncbi:6472	Cerithidea
species:ncbi:6478	Bithynia
species:ncbi:55857	Busycon
species:ncbi:6485	Nassarius
species:ncbi:6488	Fusinus
species:ncbi:6491	Conus
species:ncbi:6500	Aplysia
species:ncbi:6508	Bursatella
species:ncbi:6511	Dolabella
species:ncbi:6523	Lymnaea
species:ncbi:6526	Biomphalaria
species:ncbi:6530	Achatina
species:ncbi:6532	Limicolaria
species:ncbi:6536	Helix
species:ncbi:145126	Arion
species:ncbi:6550	Mytilus
species:ncbi:6556	Anadara
species:ncbi:41217	Barbatia
species:ncbi:6561	Scapharca
species:ncbi:29159	Crassostrea
species:ncbi:202578	Chlamys
species:ncbi:6574	Patinopecten
species:ncbi:6577	Placopecten
species:ncbi:6579	Pecten
species:ncbi:6584	Spisula
species:ncbi:6587	Ensis
species:ncbi:6590	Calyptogena
species:ncbi:6594	Macrocallista
species:ncbi:6596	Mercenaria
species:ncbi:6604	Mya
species:ncbi:6610	Sepia
species:ncbi:6613	Euprymna
species:ncbi:6621	Loligo
species:ncbi:6625	Watasenia
species:ncbi:6629	Illex
species:ncbi:6631	Nototodarus
species:ncbi:61679	Ommastrephes
species:ncbi:6637	Todarodes
species:ncbi:102876	Eledone
species:ncbi:6645	Octopus
species:ncbi:6655	Cryptochiton
species:ncbi:85549	Artemia
species:ncbi:35525	Daphnia
species:ncbi:6674	Vargula
species:ncbi:6678	Balanus
species:ncbi:6680	Megabalanus
species:ncbi:6688	unclassified 'Penaeus'
species:ncbi:79674	Macrobrachium
species:ncbi:221654	Palaemonetes
species:ncbi:6703	Pandalus
species:ncbi:6706	Homarus
species:ncbi:6715	Astacus
species:ncbi:6720	Pacifastacus
species:ncbi:6723	Cherax
species:ncbi:6728	Procambarus
species:ncbi:6733	Palinurus
species:ncbi:6737	Panulirus
species:ncbi:6741	Paralithodes
species:ncbi:6743	Oedignathus
species:ncbi:111067	Pagurus
species:ncbi:6751	Clibanarius
species:ncbi:6755	Cancer
species:ncbi:6759	Carcinus
species:ncbi:6761	Scylla
species:ncbi:6763	Callinectes
species:ncbi:6767	Cardisoma
species:ncbi:6769	Gecarcinus
species:ncbi:6772	Celuca
species:ncbi:6781	Menippe
species:ncbi:6794	Raninoides
species:ncbi:6807	Libinia
species:ncbi:6811	Parthenope
species:ncbi:6815	Stenopus
species:ncbi:6819	Euphausia
species:ncbi:6827	Euscelis
species:ncbi:6829	Nephrops
species:ncbi:6832	Tigriopus
species:ncbi:6837	Calanus
species:ncbi:6848	Carcinoscorpius
species:ncbi:6850	Limulus
species:ncbi:6853	Tachypleus
species:ncbi:6858	Androctonus
species:ncbi:6863	Hottentotta
species:ncbi:6871	Buthus
species:ncbi:218467	Centruroides
species:ncbi:6883	Leiurus
species:ncbi:6887	Tityus
species:ncbi:6890	Urodacus
species:ncbi:6892	Orthochirus
species:ncbi:6899	Aphonopelma
species:ncbi:6903	Atrax
species:ncbi:6908	Agelenopsis
species:ncbi:6910	Hololena
species:ncbi:6915	Nephila
species:ncbi:6918	Phoneutria
species:ncbi:6921	Loxosceles
species:ncbi:6925	Latrodectus
species:ncbi:6928	Cupiennius
species:ncbi:6932	Pholcus
species:ncbi:6938	Ornithodoros
species:ncbi:6943	Amblyomma
species:ncbi:34613	Ixodes
species:ncbi:6950	Pyemotes
species:ncbi:6956	Dermatophagoides
species:ncbi:6958	Euroglyphus
species:ncbi:6967	Libellula
species:ncbi:197175	Sympetrum
species:ncbi:6973	Blattella
species:ncbi:6976	Blatta
species:ncbi:6978	Periplaneta
species:ncbi:6981	Blaberus
species:ncbi:6984	Diploptera
species:ncbi:6990	Nauphoeta
species:ncbi:6997	Acheta
species:ncbi:6999	Gryllus
species:ncbi:7004	Locusta
species:ncbi:7007	Romalea
species:ncbi:7010	Schistocerca
species:ncbi:7014	Caledia
species:ncbi:7019	Stauroderus
species:ncbi:7022	Carausius
species:ncbi:7024	Extatosoma
species:ncbi:7029	Acyrthosiphon
species:ncbi:7038	Bemisia
species:ncbi:7040	Siphoninus
species:ncbi:7044	Anthonomus
species:ncbi:7048	Sitophilus
species:ncbi:27446	Luciola
species:ncbi:7054	Photinus
species:ncbi:7058	Pachnoda
species:ncbi:7061	Melolontha
species:ncbi:7064	Popillia
species:ncbi:7067	Tenebrio
species:ncbi:7070	Tribolium
species:ncbi:7074	Zophobas
species:ncbi:7077	Palorus
species:ncbi:7084	Adalia
species:ncbi:295525	Geotrupes
species:ncbi:7091	Bombyx
species:ncbi:40071	Malacosoma
species:ncbi:7102	Heliothis
species:ncbi:7108	Spodoptera
species:ncbi:7111	Trichoplusia
species:ncbi:29058	Helicoverpa
species:ncbi:7116	Pieris
species:ncbi:7119	Antheraea
species:ncbi:7123	Hyalophora
species:ncbi:304329	Lonomia
species:ncbi:30247	Samia
species:ncbi:7130	Manduca
species:ncbi:7137	Galleria
species:ncbi:7141	Choristoneura
species:ncbi:7146	Papilio
species:ncbi:7154	Chironomus
species:ncbi:7159	Aedes
species:ncbi:7165	Anopheles
species:ncbi:7176	Culex
species:ncbi:53526	Haemagogus
species:ncbi:7183	Psorophora
species:ncbi:7186	Rhynchosciara
species:ncbi:37338	Simulium
species:ncbi:7200	Lutzomyia
species:ncbi:114594	Psychoda
species:ncbi:7207	Tabanus
species:ncbi:7209	Loa
species:ncbi:7213	Ceratitis
species:ncbi:7227	Drosophila
species:ncbi:76946	Chymomyza
species:ncbi:7295	Liodrosophila
species:ncbi:76712	Zaprionus
species:ncbi:7300	Scaptomyza
species:ncbi:7255	Hirtodrosophila
species:ncbi:44047	Leucophenga
species:ncbi:93391	Lordiphosa
species:ncbi:30052	Samoaia
species:ncbi:7225	Scaptodrosophila
species:ncbi:7368	Haematobia
species:ncbi:7370	Musca
species:ncbi:7373	Calliphora
species:ncbi:7375	Lucilia
species:ncbi:7380	Phormia
species:ncbi:7385	Sarcophaga
species:ncbi:7389	Hypoderma
species:ncbi:7398	Glossina
species:ncbi:7404	Apanteles
species:ncbi:49201	Chelonus
species:ncbi:7412	Exeristes
species:ncbi:7416	Campoletis
species:ncbi:7420	Diadromus
species:ncbi:7425	Nasonia
species:ncbi:51937	Muscidifurax
species:ncbi:7432	Eupelmus
species:ncbi:7437	Megascolia
species:ncbi:7441	Dolichovespula
species:ncbi:7447	Vespa
species:ncbi:30214	Vespula
species:ncbi:34728	Polistes
species:ncbi:7460	Apis
species:ncbi:521059	Xylocopa
species:ncbi:111072	Lasius
species:ncbi:7487	Sphecius
species:ncbi:7493	Trichogramma
species:ncbi:7495	Icaria
species:ncbi:7503	Zootermopsis
species:ncbi:7507	Mantis
species:ncbi:7515	Ctenocephalides
species:ncbi:189513	Chrysoperla
species:ncbi:7536	Oncopeltus
species:ncbi:7539	Leptinotarsa
species:ncbi:7545	Cryptops
species:ncbi:7552	Lithobius
species:ncbi:7567	Porocephalus
species:ncbi:7574	Lingula
species:ncbi:7580	Terebratulina
species:ncbi:7590	Dermasterias
species:ncbi:46515	Asterina
species:ncbi:7598	Solaster
species:ncbi:7604	Asterias
species:ncbi:7609	Marthasterias
species:ncbi:7612	Pisaster
species:ncbi:7614	Pycnopodia
species:ncbi:7616	Evasterias
species:ncbi:331088	Ophiocoma
species:ncbi:7629	Anthocidaris
species:ncbi:7632	Eucidaris
species:ncbi:7634	Heliocidaris
species:ncbi:7641	Arbacia
species:ncbi:7644	Clypeaster
species:ncbi:7648	Echinus
species:ncbi:7650	Hemicentrotus
species:ncbi:7653	Lytechinus
species:ncbi:7656	Paracentrotus
species:ncbi:7658	Parechinus
species:ncbi:7660	Psammechinus
species:ncbi:7663	Stomopneustes
species:ncbi:7668	Strongylocentrotus
species:ncbi:7673	Tripneustes
species:ncbi:7678	Pseudocentrotus
species:ncbi:31192	Holothuria
species:ncbi:7689	Parastichopus
species:ncbi:7693	Stichopus
species:ncbi:7698	Caudina
species:ncbi:7700	Paracaudina
species:ncbi:7704	Leptosynapta
species:ncbi:7710	Sclerodactyla
species:ncbi:7719	Ciona
species:ncbi:7723	Polyandrocarpa
species:ncbi:7726	Styela
species:ncbi:7729	Halocynthia
species:ncbi:7731	Pyura
species:ncbi:7733	Herdmania
species:ncbi:7740	Branchiostoma
species:ncbi:7755	Mordacia
species:ncbi:7757	Petromyzon
species:ncbi:7765	Eptatretus
species:ncbi:30308	Ichthyomyzon
species:ncbi:7781	Raja
species:ncbi:7785	Discopyge
species:ncbi:7787	Torpedo
species:ncbi:7792	Heterodontus
species:ncbi:7797	Squalus
species:ncbi:7801	Ginglymostoma
species:ncbi:7808	Carcharhinus
species:ncbi:7812	Mustelus
species:ncbi:7815	Prionace
species:ncbi:210639	Scoliodon
species:ncbi:7819	Galeocerdo
species:ncbi:7821	Negaprion
species:ncbi:7824	Sphyrna
species:ncbi:30489	Poroderma
species:ncbi:7830	Scyliorhinus
species:ncbi:7834	Echinorhinus
species:ncbi:30493	Triakis
species:ncbi:57983	Isurus
species:ncbi:38578	Lamna
species:ncbi:7852	Alopias
species:ncbi:7857	Notorynchus
species:ncbi:170824	Rhinobatos
species:ncbi:7868	Callorhinchus
species:ncbi:7871	Chimaera
species:ncbi:7873	Hydrolagus
species:ncbi:86063	Galeorhinus
species:ncbi:7883	Lepidosiren
species:ncbi:7886	Protopterus
species:ncbi:7892	Neoceratodus
species:ncbi:7897	Latimeria
species:ncbi:7904	Acipenser
species:ncbi:36178	Scaphirhynchus
species:ncbi:7913	Polyodon
species:ncbi:34771	Lepisosteus
species:ncbi:7924	Amia
species:ncbi:7928	Elops
species:ncbi:7932	Megalops
species:ncbi:7936	Anguilla
species:ncbi:7943	Conger
species:ncbi:7946	Muraenesox
species:ncbi:7950	Clupea
species:ncbi:7955	Danio
species:ncbi:7957	Carassius
species:ncbi:7959	Ctenopharyngodon
species:ncbi:7962	Cyprinus
species:ncbi:7965	Hypophthalmichthys
species:ncbi:7967	Lythrurus
species:ncbi:7971	Catostomus
species:ncbi:7973	Ictiobus
species:ncbi:7980	Crossostoma
species:ncbi:7984	Misgurnus
species:ncbi:42626	Leporinus
species:ncbi:7994	Astyanax
species:ncbi:7998	Ictalurus
species:ncbi:8001	Pangasius
species:ncbi:8005	Electrophorus
species:ncbi:8010	Esox
species:ncbi:8014	Osmerus
species:ncbi:8022	Oncorhynchus
species:ncbi:8030	Salmo
species:ncbi:8038	Salvelinus
species:ncbi:201498	Hucho
species:ncbi:8047	Eleginus
species:ncbi:8049	Gadus
species:ncbi:8056	Melanogrammus
species:ncbi:8058	Merlangius
species:ncbi:8060	Pollachius
species:ncbi:8063	Merluccius
species:ncbi:8068	Opsanus
species:ncbi:8074	Lophius
species:ncbi:8078	Fundulus
species:ncbi:8081	Poecilia
species:ncbi:8083	Xiphophorus
species:ncbi:8090	Oryzias
species:ncbi:8094	Hemitripterus
species:ncbi:8097	Myoxocephalus
species:ncbi:100952	Cottus
species:ncbi:8103	Cyclopterus
species:ncbi:8110	Sebastolobus
species:ncbi:420348	Cichlasoma
species:ncbi:8153	Haplochromis
species:ncbi:272722	Julidochromis
species:ncbi:8130	Tilapia
species:ncbi:8128	Oreochromis
species:ncbi:50613	Sarotherodon
species:ncbi:8150	Tropheus
species:ncbi:8154	Astatotilapia
species:ncbi:43689	Simochromis
species:ncbi:75015	Caranx
species:ncbi:8161	Seriola
species:ncbi:8164	Lateolabrax
species:ncbi:8168	Perca
species:ncbi:75562	Chrysophrys
species:ncbi:143350	Pagrus
species:ncbi:8175	Sparus
species:ncbi:72011	Acanthopagrus
species:ncbi:8182	Pomoxis
species:ncbi:8187	Lates
species:ncbi:48193	Mugil
species:ncbi:181467	Lycodes
